,id,street_id,activity,task_description,status,street,start_year,stop_date_actual,route_ahead,route_back,program_year,geometry,Length of Paved Road (meters)
10,1512981617,9881,Base Repair,Paved as part of 2016 City paving program.,Completed,GLENBURY ST,2016,2016-10-31,KOHEN ST,SELDON ST,2016.0,"LINESTRING (-79.99873722597108 40.384430470933, -79.99889534293582 40.38467658227052, -79.99893181812962 40.38473405095441, -79.9991105433453 40.38489807048375, -79.99935644727285 40.38509802179613, -79.99939970384872 40.38513159260381, -79.99961218056625 40.38529649453305, -79.99964203787134 40.38531693584098, -79.99991227895659 40.38547934254453, -79.99998406872083 40.38551887570505, -80.00028526125918 40.38566712006042, -80.00035773643798 40.38570028893158, -80.00065590794203 40.38585211012197, -80.00094979538051 40.38601002005457, -80.00103852287943 40.38605943337521, -80.00131931198271 40.38625526826665, -80.00135749936545 40.3862831839313)",307.3457840574101
11,1512981617,9881,Base Repair,Paved as part of 2016 City paving program.,Completed,GLENBURY ST,2016,2016-10-31,KOHEN ST,SELDON ST,2016.0,"LINESTRING (-79.99873722597108 40.384430470933, -79.99889534293582 40.38467658227052, -79.99893181812962 40.38473405095441, -79.9991105433453 40.38489807048375, -79.99935644727285 40.38509802179613, -79.99939970384872 40.38513159260381, -79.99961218056625 40.38529649453305, -79.99964203787134 40.38531693584098, -79.99991227895659 40.38547934254453, -79.99998406872083 40.38551887570505, -80.00028526125918 40.38566712006042, -80.00035773643798 40.38570028893158, -80.00065590794203 40.38585211012197, -80.00094979538051 40.38601002005457, -80.00103852287943 40.38605943337521, -80.00131931198271 40.38625526826665, -80.00135749936545 40.3862831839313)",307.3457840574101
12,444910131,9881,Base Repair,,Completed,GLENBURY ST,2010,2010-07-02,KOHEN ST,SELDON ST,,"LINESTRING (-79.99873722597108 40.384430470933, -79.99889534293582 40.38467658227052, -79.99893181812962 40.38473405095441, -79.9991105433453 40.38489807048375, -79.99935644727285 40.38509802179613, -79.99939970384872 40.38513159260381, -79.99961218056625 40.38529649453305, -79.99964203787134 40.38531693584098, -79.99991227895659 40.38547934254453, -79.99998406872083 40.38551887570505, -80.00028526125918 40.38566712006042, -80.00035773643798 40.38570028893158, -80.00065590794203 40.38585211012197, -80.00094979538051 40.38601002005457, -80.00103852287943 40.38605943337521, -80.00131931198271 40.38625526826665, -80.00135749936545 40.3862831839313)",307.3457840574101
13,444910131,9881,Base Repair,,Completed,GLENBURY ST,2010,2010-07-02,KOHEN ST,SELDON ST,,"LINESTRING (-79.99873722597108 40.384430470933, -79.99889534293582 40.38467658227052, -79.99893181812962 40.38473405095441, -79.9991105433453 40.38489807048375, -79.99935644727285 40.38509802179613, -79.99939970384872 40.38513159260381, -79.99961218056625 40.38529649453305, -79.99964203787134 40.38531693584098, -79.99991227895659 40.38547934254453, -79.99998406872083 40.38551887570505, -80.00028526125918 40.38566712006042, -80.00035773643798 40.38570028893158, -80.00065590794203 40.38585211012197, -80.00094979538051 40.38601002005457, -80.00103852287943 40.38605943337521, -80.00131931198271 40.38625526826665, -80.00135749936545 40.3862831839313)",307.3457840574101
14,444910131,9881,Base Repair,,Completed,GLENBURY ST,2010,2010-07-02,KOHEN ST,SELDON ST,,"LINESTRING (-79.99873722597108 40.384430470933, -79.99889534293582 40.38467658227052, -79.99893181812962 40.38473405095441, -79.9991105433453 40.38489807048375, -79.99935644727285 40.38509802179613, -79.99939970384872 40.38513159260381, -79.99961218056625 40.38529649453305, -79.99964203787134 40.38531693584098, -79.99991227895659 40.38547934254453, -79.99998406872083 40.38551887570505, -80.00028526125918 40.38566712006042, -80.00035773643798 40.38570028893158, -80.00065590794203 40.38585211012197, -80.00094979538051 40.38601002005457, -80.00103852287943 40.38605943337521, -80.00131931198271 40.38625526826665, -80.00135749936545 40.3862831839313)",307.3457840574101
15,882625840,9881,Superpave,,Completed,GLENBURY ST,2010,2010-07-02,KOHEN ST,SELDON ST,,"LINESTRING (-79.99873722597108 40.384430470933, -79.99889534293582 40.38467658227052, -79.99893181812962 40.38473405095441, -79.9991105433453 40.38489807048375, -79.99935644727285 40.38509802179613, -79.99939970384872 40.38513159260381, -79.99961218056625 40.38529649453305, -79.99964203787134 40.38531693584098, -79.99991227895659 40.38547934254453, -79.99998406872083 40.38551887570505, -80.00028526125918 40.38566712006042, -80.00035773643798 40.38570028893158, -80.00065590794203 40.38585211012197, -80.00094979538051 40.38601002005457, -80.00103852287943 40.38605943337521, -80.00131931198271 40.38625526826665, -80.00135749936545 40.3862831839313)",307.3457840574101
16,882625840,9881,Superpave,,Completed,GLENBURY ST,2010,2010-07-02,KOHEN ST,SELDON ST,,"LINESTRING (-79.99873722597108 40.384430470933, -79.99889534293582 40.38467658227052, -79.99893181812962 40.38473405095441, -79.9991105433453 40.38489807048375, -79.99935644727285 40.38509802179613, -79.99939970384872 40.38513159260381, -79.99961218056625 40.38529649453305, -79.99964203787134 40.38531693584098, -79.99991227895659 40.38547934254453, -79.99998406872083 40.38551887570505, -80.00028526125918 40.38566712006042, -80.00035773643798 40.38570028893158, -80.00065590794203 40.38585211012197, -80.00094979538051 40.38601002005457, -80.00103852287943 40.38605943337521, -80.00131931198271 40.38625526826665, -80.00135749936545 40.3862831839313)",307.3457840574101
17,882625840,9881,Superpave,,Completed,GLENBURY ST,2010,2010-07-02,KOHEN ST,SELDON ST,,"LINESTRING (-79.99873722597108 40.384430470933, -79.99889534293582 40.38467658227052, -79.99893181812962 40.38473405095441, -79.9991105433453 40.38489807048375, -79.99935644727285 40.38509802179613, -79.99939970384872 40.38513159260381, -79.99961218056625 40.38529649453305, -79.99964203787134 40.38531693584098, -79.99991227895659 40.38547934254453, -79.99998406872083 40.38551887570505, -80.00028526125918 40.38566712006042, -80.00035773643798 40.38570028893158, -80.00065590794203 40.38585211012197, -80.00094979538051 40.38601002005457, -80.00103852287943 40.38605943337521, -80.00131931198271 40.38625526826665, -80.00135749936545 40.3862831839313)",307.3457840574101
18,640675845,6563,Base Repair,Paved as part of City 2016 paving program.,Completed,S BELLEFIELD AVE,2016,2016-10-01,FILMORE ST,FIFTH AVE,2016.0,"LINESTRING (-79.95191088619129 40.44647633938423, -79.95179342697631 40.44622244046032, -79.95167484756217 40.44596169876615, -79.95155143161855 40.44569041027706, -79.95151754536941 40.44561571605731, -79.95139219445467 40.4453401732439, -79.95127317127277 40.44507952520448)",164.2715554463738
19,640675845,6563,Base Repair,Paved as part of City 2016 paving program.,Completed,S BELLEFIELD AVE,2016,2016-10-01,FILMORE ST,FIFTH AVE,2016.0,"LINESTRING (-79.95191088619129 40.44647633938423, -79.95179342697631 40.44622244046032, -79.95167484756217 40.44596169876615, -79.95155143161855 40.44569041027706, -79.95151754536941 40.44561571605731, -79.95139219445467 40.4453401732439, -79.95127317127277 40.44507952520448)",164.2715554463738
20,700761268,6563,Superpave,,Completed,S BELLEFIELD AVE,2013,2013-08-10,FILMORE ST,FIFTH AVE,,"LINESTRING (-79.95191088619129 40.44647633938423, -79.95179342697631 40.44622244046032, -79.95167484756217 40.44596169876615, -79.95155143161855 40.44569041027706, -79.95151754536941 40.44561571605731, -79.95139219445467 40.4453401732439, -79.95127317127277 40.44507952520448)",164.2715554463738
21,700761268,6563,Superpave,,Completed,S BELLEFIELD AVE,2013,2013-08-10,FILMORE ST,FIFTH AVE,,"LINESTRING (-79.95191088619129 40.44647633938423, -79.95179342697631 40.44622244046032, -79.95167484756217 40.44596169876615, -79.95155143161855 40.44569041027706, -79.95151754536941 40.44561571605731, -79.95139219445467 40.4453401732439, -79.95127317127277 40.44507952520448)",164.2715554463738
22,538119097,17748,Base Repair,Paved as part of City 2016 paving program.,Completed,S BELLEFIELD AVE,2016,2016-10-01,FORBES AVE,FILMORE ST,2016.0,"LINESTRING (-79.95127317127277 40.44507952520448, -79.95115849503856 40.44482814639159, -79.95104041957929 40.44456893954839, -79.95092189855565 40.44430982673313, -79.95080382399469 40.44405061925846, -79.95073987113301 40.44390802330742)",137.7308130253615
23,538119097,17748,Base Repair,Paved as part of City 2016 paving program.,Completed,S BELLEFIELD AVE,2016,2016-10-01,FORBES AVE,FILMORE ST,2016.0,"LINESTRING (-79.95127317127277 40.44507952520448, -79.95115849503856 40.44482814639159, -79.95104041957929 40.44456893954839, -79.95092189855565 40.44430982673313, -79.95080382399469 40.44405061925846, -79.95073987113301 40.44390802330742)",137.7308130253615
24,1740013743,17748,Superpave,,Completed,S BELLEFIELD AVE,2013,2013-08-10,FORBES AVE,FILMORE ST,,"LINESTRING (-79.95127317127277 40.44507952520448, -79.95115849503856 40.44482814639159, -79.95104041957929 40.44456893954839, -79.95092189855565 40.44430982673313, -79.95080382399469 40.44405061925846, -79.95073987113301 40.44390802330742)",137.7308130253615
25,1740013743,17748,Superpave,,Completed,S BELLEFIELD AVE,2013,2013-08-10,FORBES AVE,FILMORE ST,,"LINESTRING (-79.95127317127277 40.44507952520448, -79.95115849503856 40.44482814639159, -79.95104041957929 40.44456893954839, -79.95092189855565 40.44430982673313, -79.95080382399469 40.44405061925846, -79.95073987113301 40.44390802330742)",137.7308130253615
26,1280601859,2137,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,SUSQUEHANNA ST,ANNAN WAY,,"LINESTRING (-79.892313770244 40.45097866899557, -79.89219677545802 40.45115691171306)",22.14152029189172
27,1280601859,2137,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,SUSQUEHANNA ST,ANNAN WAY,,"LINESTRING (-79.892313770244 40.45097866899557, -79.89219677545802 40.45115691171306)",22.14152029189172
28,1064553668,2137,Mill and Overlay,,Completed,N BRADDOCK AVE,2014,2014-04-15,SUSQUEHANNA ST,ANNAN WAY,,"LINESTRING (-79.892313770244 40.45097866899557, -79.89219677545802 40.45115691171306)",22.14152029189172
29,1064553668,2137,Mill and Overlay,,Completed,N BRADDOCK AVE,2014,2014-04-15,SUSQUEHANNA ST,ANNAN WAY,,"LINESTRING (-79.892313770244 40.45097866899557, -79.89219677545802 40.45115691171306)",22.14152029189172
30,1567782563,373,Base Repair,,Completed,LIME ST,2009,2009-04-14,DEAD END,SAW MILL RUN BLVD,,"LINESTRING (-80.02416868078484 40.42888453774484, -80.02389984196978 40.42891645925773, -80.02393843898426 40.42920874054661, -80.02395132531703 40.42929790040236, -80.02399624377617 40.42956448553252, -80.02403107954459 40.42970521367997, -80.0240988718058 40.42999743478581, -80.02410100350798 40.43000704349478, -80.02415289379205 40.43024092952265)",171.7980246503321
31,1567782563,373,Base Repair,,Completed,LIME ST,2009,2009-04-14,DEAD END,SAW MILL RUN BLVD,,"LINESTRING (-80.02416868078484 40.42888453774484, -80.02389984196978 40.42891645925773, -80.02393843898426 40.42920874054661, -80.02395132531703 40.42929790040236, -80.02399624377617 40.42956448553252, -80.02403107954459 40.42970521367997, -80.0240988718058 40.42999743478581, -80.02410100350798 40.43000704349478, -80.02415289379205 40.43024092952265)",171.7980246503321
32,336969024,373,AC Overlay,,Completed,LIME ST,2009,2009-04-14,DEAD END,SAW MILL RUN BLVD,,"LINESTRING (-80.02416868078484 40.42888453774484, -80.02389984196978 40.42891645925773, -80.02393843898426 40.42920874054661, -80.02395132531703 40.42929790040236, -80.02399624377617 40.42956448553252, -80.02403107954459 40.42970521367997, -80.0240988718058 40.42999743478581, -80.02410100350798 40.43000704349478, -80.02415289379205 40.43024092952265)",171.7980246503321
33,336969024,373,AC Overlay,,Completed,LIME ST,2009,2009-04-14,DEAD END,SAW MILL RUN BLVD,,"LINESTRING (-80.02416868078484 40.42888453774484, -80.02389984196978 40.42891645925773, -80.02393843898426 40.42920874054661, -80.02395132531703 40.42929790040236, -80.02399624377617 40.42956448553252, -80.02403107954459 40.42970521367997, -80.0240988718058 40.42999743478581, -80.02410100350798 40.43000704349478, -80.02415289379205 40.43024092952265)",171.7980246503321
34,176640290,14702,Base Repair,,Completed,JILLSON AVE,2013,2013-10-02,PARQUET ST,BROOKLINE BLVD,,"LINESTRING (-80.02703077346717 40.3967572013977, -80.0268643731372 40.39669535219416, -80.02676662745114 40.39664579343073, -80.0267021841093 40.39658528024285, -80.02664143913145 40.39652795576218)",42.52273437871406
35,176640290,14702,Base Repair,,Completed,JILLSON AVE,2013,2013-10-02,PARQUET ST,BROOKLINE BLVD,,"LINESTRING (-80.02703077346717 40.3967572013977, -80.0268643731372 40.39669535219416, -80.02676662745114 40.39664579343073, -80.0267021841093 40.39658528024285, -80.02664143913145 40.39652795576218)",42.52273437871406
36,27783038,14702,Mill and Overlay,,Completed,JILLSON AVE,2013,2013-10-02,PARQUET ST,BROOKLINE BLVD,,"LINESTRING (-80.02703077346717 40.3967572013977, -80.0268643731372 40.39669535219416, -80.02676662745114 40.39664579343073, -80.0267021841093 40.39658528024285, -80.02664143913145 40.39652795576218)",42.52273437871406
37,27783038,14702,Mill and Overlay,,Completed,JILLSON AVE,2013,2013-10-02,PARQUET ST,BROOKLINE BLVD,,"LINESTRING (-80.02703077346717 40.3967572013977, -80.0268643731372 40.39669535219416, -80.02676662745114 40.39664579343073, -80.0267021841093 40.39658528024285, -80.02664143913145 40.39652795576218)",42.52273437871406
38,2010963472,5678,Base Repair,,Completed,WESTMONT AVE,2009,2009-07-20,W AGNEW RD,COPPERFIELD AVE,,"LINESTRING (-79.98846110548358 40.3958443258764, -79.98830657279682 40.39559761635481, -79.98815111933691 40.39535015199736, -79.98799611054305 40.3951025923176, -79.98784065887978 40.39485512819329, -79.98768520631818 40.39460757695583, -79.98762868252385 40.39451402399095)",163.7561079204856
39,2010963472,5678,Base Repair,,Completed,WESTMONT AVE,2009,2009-07-20,W AGNEW RD,COPPERFIELD AVE,,"LINESTRING (-79.98846110548358 40.3958443258764, -79.98830657279682 40.39559761635481, -79.98815111933691 40.39535015199736, -79.98799611054305 40.3951025923176, -79.98784065887978 40.39485512819329, -79.98768520631818 40.39460757695583, -79.98762868252385 40.39451402399095)",163.7561079204856
40,272365952,5678,Mill and Overlay,,Completed,WESTMONT AVE,2009,2009-07-20,W AGNEW RD,COPPERFIELD AVE,,"LINESTRING (-79.98846110548358 40.3958443258764, -79.98830657279682 40.39559761635481, -79.98815111933691 40.39535015199736, -79.98799611054305 40.3951025923176, -79.98784065887978 40.39485512819329, -79.98768520631818 40.39460757695583, -79.98762868252385 40.39451402399095)",163.7561079204856
41,272365952,5678,Mill and Overlay,,Completed,WESTMONT AVE,2009,2009-07-20,W AGNEW RD,COPPERFIELD AVE,,"LINESTRING (-79.98846110548358 40.3958443258764, -79.98830657279682 40.39559761635481, -79.98815111933691 40.39535015199736, -79.98799611054305 40.3951025923176, -79.98784065887978 40.39485512819329, -79.98768520631818 40.39460757695583, -79.98762868252385 40.39451402399095)",163.7561079204856
42,2074462995,11938,Base Repair,,Completed,BRABEC ST,2014,2014-07-25,BASIN ST,PROVINCE ST,,"LINESTRING (-79.99205709660021 40.45850857028439, -79.99201897748944 40.45852441191509, -79.99168599357317 40.45859153631532, -79.99131582389573 40.45859442412709, -79.99095639627245 40.45859598662118, -79.99059741241695 40.45859745410792, -79.99023798209872 40.45859892911323, -79.98995088861875 40.45860020316784, -79.98992106185636 40.45859511720191)",182.658422092155
43,2074462995,11938,Base Repair,,Completed,BRABEC ST,2014,2014-07-25,BASIN ST,PROVINCE ST,,"LINESTRING (-79.99205709660021 40.45850857028439, -79.99201897748944 40.45852441191509, -79.99168599357317 40.45859153631532, -79.99131582389573 40.45859442412709, -79.99095639627245 40.45859598662118, -79.99059741241695 40.45859745410792, -79.99023798209872 40.45859892911323, -79.98995088861875 40.45860020316784, -79.98992106185636 40.45859511720191)",182.658422092155
44,2127898041,11938,Mill and Overlay,,Completed,BRABEC ST,2014,2014-07-25,BASIN ST,PROVINCE ST,,"LINESTRING (-79.99205709660021 40.45850857028439, -79.99201897748944 40.45852441191509, -79.99168599357317 40.45859153631532, -79.99131582389573 40.45859442412709, -79.99095639627245 40.45859598662118, -79.99059741241695 40.45859745410792, -79.99023798209872 40.45859892911323, -79.98995088861875 40.45860020316784, -79.98992106185636 40.45859511720191)",182.658422092155
